"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","genus","formation","stratgroup","member","time_bins","time_contain","time_major","time_buffer","time_overlap","primary_reference","created","modified"
"188021","occ","","","18568","Calippus cerasinus","species","361553","","Calippus cerasinus","","species","44768","Tortonian","Zanclean","11.62","3.6","Hulbert","1988","1951","Chordata","Mammalia","Perissodactyla","Equidae","Calippus","","","","","-81.800003","27.900000","","Nichols Mine Stream Matrix Horizon","","Mobil Mine","US","Florida","Polk","based on political unit","1","","","gp_mid","","","coordinates not computable using this model","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","some genera","","","","","","Mobil Mine presumably really is the same as Nichols Mine as it does not appear on the map of Morgan 1994equids onlysee Bradley for earlier, late Barstovian horizonP. supremus is present in the Grey Zone: Hulbert 1988aC. emsliei is presened in an unidentified horizon: Hulbert 1988bmay include type of Rhynchotherium simpsoni Olsen 1957a from ""Bone Valley formation, pit of the Phosphate Mining Company, Nichols""; and Epicyon haydeni Wang et al. 1999 from ""Nichols Mine""","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Calippus","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","R. C. Hulbert, Jr. 1988. Cormohipparion and Hipparion (Mammalia, Perissodactyla, Equidae) from the Late Neogene of Florida. Bulletin of the Florida State Museum, Biological Sciences 33(5):229-338","2002-05-15 00:00:00","2002-05-15 02:00:00"
"188022","occ","","","18568","Neohipparion trampasense","species","49061","","Neohipparion trampasense","","species","47015","Tortonian","Zanclean","11.62","3.6","Hulbert","1988","1951","Chordata","Mammalia","Perissodactyla","Equidae","Neohipparion","","","","","-81.800003","27.900000","","Nichols Mine Stream Matrix Horizon","","Mobil Mine","US","Florida","Polk","based on political unit","1","","","gp_mid","","","coordinates not computable using this model","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","some genera","","","","","","Mobil Mine presumably really is the same as Nichols Mine as it does not appear on the map of Morgan 1994equids onlysee Bradley for earlier, late Barstovian horizonP. supremus is present in the Grey Zone: Hulbert 1988aC. emsliei is presened in an unidentified horizon: Hulbert 1988bmay include type of Rhynchotherium simpsoni Olsen 1957a from ""Bone Valley formation, pit of the Phosphate Mining Company, Nichols""; and Epicyon haydeni Wang et al. 1999 from ""Nichols Mine""","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Neohipparion","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","R. C. Hulbert, Jr. 1988. Cormohipparion and Hipparion (Mammalia, Perissodactyla, Equidae) from the Late Neogene of Florida. Bulletin of the Florida State Museum, Biological Sciences 33(5):229-338","2002-05-15 00:00:00","2002-05-15 02:00:00"
"188023","occ","","","18568","Pseudhipparion skinneri","species","51156","","Pseudhipparion skinneri","","species","51156","Tortonian","Zanclean","11.62","3.6","Hulbert","1988","1951","Chordata","Mammalia","Perissodactyla","Equidae","Pseudhipparion","","","","","-81.800003","27.900000","","Nichols Mine Stream Matrix Horizon","","Mobil Mine","US","Florida","Polk","based on political unit","1","","","gp_mid","","","coordinates not computable using this model","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","some genera","","","","","","Mobil Mine presumably really is the same as Nichols Mine as it does not appear on the map of Morgan 1994equids onlysee Bradley for earlier, late Barstovian horizonP. supremus is present in the Grey Zone: Hulbert 1988aC. emsliei is presened in an unidentified horizon: Hulbert 1988bmay include type of Rhynchotherium simpsoni Olsen 1957a from ""Bone Valley formation, pit of the Phosphate Mining Company, Nichols""; and Epicyon haydeni Wang et al. 1999 from ""Nichols Mine""","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Pseudhipparion","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","R. C. Hulbert, Jr. 1988. Cormohipparion and Hipparion (Mammalia, Perissodactyla, Equidae) from the Late Neogene of Florida. Bulletin of the Florida State Museum, Biological Sciences 33(5):229-338","2002-05-15 00:00:00","2002-05-15 02:00:00"
"188024","occ","","","18568","Nannippus westoni","species","48971","","Nannippus westoni","","species","48222","Tortonian","Zanclean","11.62","3.6","Hulbert","1988","1951","Chordata","Mammalia","Perissodactyla","Equidae","Nannippus","","","","","-81.800003","27.900000","","Nichols Mine Stream Matrix Horizon","","Mobil Mine","US","Florida","Polk","based on political unit","1","","","gp_mid","","","coordinates not computable using this model","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","some genera","","","","","","Mobil Mine presumably really is the same as Nichols Mine as it does not appear on the map of Morgan 1994equids onlysee Bradley for earlier, late Barstovian horizonP. supremus is present in the Grey Zone: Hulbert 1988aC. emsliei is presened in an unidentified horizon: Hulbert 1988bmay include type of Rhynchotherium simpsoni Olsen 1957a from ""Bone Valley formation, pit of the Phosphate Mining Company, Nichols""; and Epicyon haydeni Wang et al. 1999 from ""Nichols Mine""","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Nannippus","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","R. C. Hulbert, Jr. 1988. Cormohipparion and Hipparion (Mammalia, Perissodactyla, Equidae) from the Late Neogene of Florida. Bulletin of the Florida State Museum, Biological Sciences 33(5):229-338","2002-05-15 00:00:00","2002-05-15 02:00:00"
"188025","occ","6529","","18568","Hippotherium plicatile","species","47045","recombined as","Cormohipparion plicatile","","species","47045","Tortonian","Zanclean","11.62","3.6","Alroy","2002","6294","Chordata","Mammalia","Perissodactyla","Equidae","Cormohipparion","","","","","-81.800003","27.900000","","Nichols Mine Stream Matrix Horizon","","Mobil Mine","US","Florida","Polk","based on political unit","1","","","gp_mid","","","coordinates not computable using this model","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","some genera","","","","","","Mobil Mine presumably really is the same as Nichols Mine as it does not appear on the map of Morgan 1994equids onlysee Bradley for earlier, late Barstovian horizonP. supremus is present in the Grey Zone: Hulbert 1988aC. emsliei is presened in an unidentified horizon: Hulbert 1988bmay include type of Rhynchotherium simpsoni Olsen 1957a from ""Bone Valley formation, pit of the Phosphate Mining Company, Nichols""; and Epicyon haydeni Wang et al. 1999 from ""Nichols Mine""","terrestrial","","actively mobile","","","grazer, browser","viviparous","","","phosphatic","","","","Cormohipparion","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:30","2002-06-03 02:35:30"
"188026","occ","6530","","18568","Hippotherium ingenuum","species","47039","recombined as","Cormohipparion ingenuum","","species","47039","Tortonian","Zanclean","11.62","3.6","Alroy","2002","6294","Chordata","Mammalia","Perissodactyla","Equidae","Cormohipparion","","","","","-81.800003","27.900000","","Nichols Mine Stream Matrix Horizon","","Mobil Mine","US","Florida","Polk","based on political unit","1","","","gp_mid","","","coordinates not computable using this model","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","some genera","","","","","","Mobil Mine presumably really is the same as Nichols Mine as it does not appear on the map of Morgan 1994equids onlysee Bradley for earlier, late Barstovian horizonP. supremus is present in the Grey Zone: Hulbert 1988aC. emsliei is presened in an unidentified horizon: Hulbert 1988bmay include type of Rhynchotherium simpsoni Olsen 1957a from ""Bone Valley formation, pit of the Phosphate Mining Company, Nichols""; and Epicyon haydeni Wang et al. 1999 from ""Nichols Mine""","terrestrial","","actively mobile","","","grazer, browser","viviparous","","","phosphatic","","","","Cormohipparion","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:30","2002-06-03 02:35:30"
"188044","occ","","","18573","Borophagus pugnator","species","44602","","Borophagus pugnator","","species","50648","Late Hemphillian","","10.3","4.9","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Borophagus","","","","","-81.949997","27.683332","Palmetto Mine; Palmetto Washer; ""Osteoborus crassapineatus""; ""O. dudleyi"" of Webb 1969b","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","","","carnivore","viviparous","","","phosphatic","","","","Borophagus","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2010-04-14 16:13:56"
"188045","occ","","","18573","Carpocyon n. sp. limosus","species","44934","","Carpocyon limosus","","species","44934","Late Hemphillian","","10.3","4.9","Webb","1969","3565","Chordata","Mammalia","Carnivora","Canidae","Carpocyon","","","","","-81.949997","27.683332","""Palmetto Washer: Hexameryx locality""","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Carpocyon","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","S. D. Webb. 1969. The Pliocene Canidae of Florida. Bulletin of the Florida State Museum 14(4):273-308","2002-05-15 00:00:00","2010-04-14 16:13:56"
"188046","occ","","","18573","Enhydritherium n. sp. terraenovae","species","46080","","Enhydritherium terraenovae","","species","46080","Late Hemphillian","","10.3","4.9","Berta and Morgan","1985","1066","Chordata","Mammalia","Carnivora","Mustelidae","Enhydritherium","","","","","-81.949997","27.683332","","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","scansorial","","carnivore, omnivore","viviparous","","","phosphatic","","","","Enhydritherium","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","A. Berta and G. S. Morgan. 1985. A new sea otter (Carnivora: Mustelidae) from the late Miocene and early Pliocene (Hemphillian) of North America. Journal of Paleontology 59(4):809-819","2002-05-15 00:00:00","2010-04-14 16:13:56"
"188048","occ","6535","","18573","Lynx rexroadensis","species","47823","recombined as","Felis rexroadensis","","species","46527","Late Hemphillian","","10.3","4.9","MacFadden and Galiano","1981","2374","Chordata","Mammalia","Carnivora","Felidae","Felis","","","","","-81.949997","27.683332","","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","scansorial","","carnivore","viviparous","","","phosphatic","","","","Felis","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","B. J. MacFadden and H. Galiano. 1981. Late Hemphillian Cat (Mammalia, Felidae) from the Bone Valley Formation of Central Florida. Journal of Paleontology 55(1):218-226","2002-06-03 00:35:30","2002-06-03 02:35:30"
"188049","occ","","","18573","Megantereon hesperus","species","48040","","Megantereon hesperus","","species","47843","Late Hemphillian","","10.3","4.9","Berta and Galiano","1983","1064","Chordata","Mammalia","Carnivora","Felidae","Megantereon","","","","","-81.949997","27.683332","","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","scansorial","","carnivore","viviparous","","","phosphatic","","","","Megantereon","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","A. Berta and H. Galiano. 1983. Megantereon hesperus from the late Hemphillian of Florida with remarks on the phylogenetic relationships of machairodonts (Mammalia, Felidae, Machairodontinae). Journal of Paleontology 57(5):892-899","2002-05-15 00:00:00","2010-04-14 16:13:56"
"188050","occ","","","18573","Mylohyus elmorei","species","48895","","Mylohyus elmorei","","species","50906","Late Hemphillian","","10.3","4.9","Wright and Webb","1984","3777","Chordata","Mammalia","Artiodactyla","Tayassuidae","Mylohyus","","","","","-81.949997","27.683332","","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","","","browser, grazer","viviparous","","","phosphatic","","","","Mylohyus","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","D. B. Wright and S. D. Webb. 1984. Primitive Mylohyus (Artiodactyla: Tayassuidae) from the Late Hemphillian Bone Valley of Florida. Journal of Vertebrate Paleontology 3(3):152-159","2002-05-15 00:00:00","2010-04-14 16:13:56"
"188051","occ","","","18573","Catagonus brachydontus","species","44963","recombined as","Protherohyus brachydontus","","species","45575","Late Hemphillian","","10.3","4.9","Wright","1989","3774","Chordata","Mammalia","Artiodactyla","Tayassuidae","Protherohyus","","","","","-81.949997","27.683332","""Palmetto Mine""; ""North Palmetto Mine""","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore, omnivore","viviparous","","","phosphatic","","","","Protherohyus","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","D. B. Wright. 1989. Phylogenetic relationships of Catagonus wagneri: sister taxa from the Tertiary of North America. Advances in Neotropical Mammalogy","2002-05-15 00:00:00","2010-04-14 16:13:56"
"188052","occ","","","18573","Hexameryx simpsoni","species","46964","","Hexameryx simpsoni","","species","46964","Late Hemphillian","","10.3","4.9","Webb","1973","3566","Chordata","Mammalia","Artiodactyla","Antilocapridae","Hexameryx","","","","","-81.949997","27.683332","""West Palmetto Washer""; ""Palmetto Washer""; ""Palmetto Mine""","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","browser, grazer","viviparous","","","phosphatic","","","","Hexameryx","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","S. D. Webb. 1973. Pliocene Pronghorns of Florida. Journal of Mammalogy 54(1):203-221","2002-05-15 00:00:00","2010-04-14 16:13:56"
"188053","occ","6536","","18573","Sphenophalos garciae","species","51742","","Sphenophalos garciae","","species","44136","Late Hemphillian","","10.3","4.9","Webb","1973","3566","Chordata","Mammalia","Artiodactyla","Antilocapridae","Sphenophalos","","","","","-81.949997","27.683332","","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","browser, grazer","viviparous","","","phosphatic","","","","Sphenophalos","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","S. D. Webb. 1973. Pliocene Pronghorns of Florida. Journal of Mammalogy 54(1):203-221","2002-06-03 00:35:30","2002-06-03 02:35:30"
"188055","occ","","","18573","Neohipparion eurystyle","species","49036","","Neohipparion eurystyle","","species","46267","Late Hemphillian","","10.3","4.9","Hulbert","1987","3850","Chordata","Mammalia","Perissodactyla","Equidae","Neohipparion","","","","","-81.949997","27.683332","also at North Palmetto Mine","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Neohipparion","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","R. C. Hulbert, Jr. 1987. Late Neogene Neohipparion (Mammalia, Equidae) from the Gulf Coastal Plain of Florida and Texas. Journal of Paleontology 61(4):809-830","2002-05-15 00:00:00","2010-04-14 16:13:56"
"188056","occ","","","18573","Pseudhipparion simpsoni","species","51155","","Pseudhipparion simpsoni","","species","51155","Late Hemphillian","","10.3","4.9","Webb and Hulbert","1986","6227","Chordata","Mammalia","Perissodactyla","Equidae","Pseudhipparion","","","","","-81.949997","27.683332","","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Pseudhipparion","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","S. D. Webb and R. C. Hulbert, Jr. 1986. Systematics and evolution of Pseudhipparion (Mammalia, Equidae) from the late Neogene of the Gulf Coastal Plain and the Great Plains. Contributions to Geology, the University of Wyoming, Special Paper 3:237-272","2002-05-15 00:00:00","2010-04-14 16:13:56"
"188057","occ","6537","","18573","Nannippus aztecus","species","48954","","Nannippus aztecus","","species","48954","Late Hemphillian","","10.3","4.9","MacFadden and Waldrop","1980","2379","Chordata","Mammalia","Perissodactyla","Equidae","Nannippus","","","","","-81.949997","27.683332","","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Nannippus","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","B. J. MacFadden and J. S. Waldrop. 1980. Nannippus phlegon (Mammalia, Equidae) from the Plio-Pleistocene of Florida. Bulletin of the Florida State Museum, Biological Sciences 25(1):1-37","2002-06-03 00:35:30","2002-06-03 02:35:30"
"188058","occ","6538","","18573","Hippotherium emsliei","species","47037","recombined as","Cormohipparion emsliei","","species","45275","Late Hemphillian","","10.3","4.9","Hulbert","1988","1950","Chordata","Mammalia","Perissodactyla","Equidae","Cormohipparion","","","","","-81.949997","27.683332","","Palmetto Mine","","Palmetto Washer Plant","US","Florida","Polk","based on political unit","minutes","outcrop","""N1/2, NE1/4, NW1/4, Sec. 5, T. 32 S., R. 24 E."" (Becker 1985) (apparently near Baird, basis of coordinate)","gp_mid","-78.95","28.93","109","US","","Peace River","Hawthorn","Bone Valley","","","","","","","","","","","Berta and Galliano 1983 collected from coarse phosphatic gravels presumably of Upper Bone Valley Formation, not in situ.","","sandstone","pebbly,phosphatic","","argillaceous,sandy","Y","","","","","","marginal marine indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","field collection","","some genera","","","","","","","terrestrial","","actively mobile","","","grazer, browser","viviparous","","","phosphatic","","","","Cormohipparion","Peace River","Hawthorn","Bone Valley","Tortonian","-","Tortonian","Tortonian, Messinian","Tortonian, Messinian","R. C. Hulbert, Jr. 1988. A new Cormohipparion (Mammalia, Equidae) from the Pliocene (latest Hemphillian and Blancan) of Florida. Journal of Vertebrate Paleontology 7(4):451-468","2002-06-03 00:35:30","2002-06-03 02:35:30"
